avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctPrivateCoverage,PctPublicCoverage,BirthRate,region
168,206.8,451.3,35640,25.3,0,40.8,2.52,45.1,55.5,40.9,6.092582124,South
73,204.7,425.3,30516,29.8,0,37.8,2.69,41.4,45.2,49.1,5.525568182,South
210,172.9,483.1,56388,12.8,6.558323168,35.8,2.77,51,70.3,28.3,5.952316445,South
48,157.8,399.8,44129,17.5,0,42.1,2.6,45.6,65,34.9,3.616566206,South
62,201.9,460.4,35490,23.1,0,44.1,2.52,45,52.4,43.2,2.009646302,South
297,195.5,443.6,42232,19.5,158.387329,38.2,2.61,46.1,59.7,38.6,5.663639027,South
173,190.9,484.6,44283,19.6,81.56872981,47.5,2.55,50.1,56.3,43.9,5.073731567,South
860,175.4,461.7,49659,14.7,1099.899769,37.7,2.58,50.5,66.7,29.3,5.183355631,South
45,183.2,389.4,48140,16.2,0,42.6,2.67,54.9,61.2,34.8,3.641536273,South
101,160,419.3,53203,14,0,44.1,2.58,55.9,61.3,37.5,4.124513619,South
63,159.3,412.1,47227,16,0,35.6,2.85,45.8,53.5,32.2,4.685714286,South
47,182.1,435.6,46705,17.3,0,38.1,2.68,54.3,61.2,31.9,7.088398929,South
42,215.5,403.3,40796,16.3,0,43.5,2.55,52.2,56.1,33.4,6.774774775,South
490,131.2,368.1,32215,34.5,9.475170316,31.2,3.42,48.9,34.8,38.8,6.202803162,South
29,182.2,466,37801,23.9,0,37.8,2.81,50.3,51.7,35.8,9.097345133,South
11,136.9,305.1,58425,8.6,0,40.7,2.62,58,74.1,23.4,6.235912847,South
80,179,374.4,39256,19.1,0,43.3,2.56,50.7,54.8,39.7,3.991528185,South
14,163.3,376.9,42966,19.4,0,34.6,3.14,52.5,42,35.4,7.665301346,South
55,183,445.8,77281,10.7,0,36.2,2.84,62,63.5,26.5,5.775206257,South
105,174.1,454.8,38465,20.1,0,37.6,2.74,50.2,53.2,38.1,5.031504818,South
15,192.3,441.6,39025,22,0,34.6,2.44,49.2,64.6,38.2,12.14642263,South
25,167.3,421.4,50993,13.5,0,45.7,2.51,59.7,65.3,35.1,4.377431907,South
7,187.5,437.3,39870,20.7,0,34.9,2.79,52,43.6,35.3,7.357357357,South
9,151.8,448.8,41593,14.9,0,49.3,1.95,64.7,69.3,33.3,0,South
26,182.5,394.5,37497,22.6,0,47.1,2.49,61.5,46.8,44.3,3.569230769,South
8,187.2,389.8,38655,19.3,0,37,2.7,58.6,50.6,37.1,4.744525547,South
54,177.4,393.8,46484,16,0,43.6,2.67,54.6,64,31.7,6.179775281,South
221,158.3,410.9,64533,9.2,61.99243692,42.4,2.7,59.4,70.6,28,6.213794701,South
42,197.7,432.1,38280,19.7,0,43.6,2.62,55.8,52,36.1,9.379671151,South
7,156.8,330.7,40837,26.5,0,40.8,3.3,50.7,58.6,43.9,11.55660377,South
84,169.2,428.1,57378,15.3,0,39.6,2.61,54.9,65.2,32.1,7.427277062,South
91,184.5,446.1,47018,14.8,0,30.6,2.86,50.4,77.7,26.9,6.044769217,South
5,192.3,342.6,32722,20.9,0,50.1,2.38,64.5,44.9,47.7,8.620689655,South
6,150.1,367,61098,9.5,0,33.5,3.01,55.4,64.5,23,11.89138577,South
7,165.6,360.8,49614,13.7,0,40.5,2.53,64,63.1,22.2,5.249679898,South
14,174.1,334.7,36627,24.1,0,38.2,2.71,53.8,43.8,40.3,4.238618524,South
9,177.9,537.2,43523,12.4,0,30.7,3.09,46.4,52.4,30,9.422492401,South
25,165.4,437.5,41876,20.2,0,33.4,2.74,46.8,54.9,33.2,8.016032064,South
33,180.8,402,41499,19.2,0,31.5,3.05,53.9,52.5,33.2,9.004952724,South
15,184.1,382,38304,20,0,43.5,2.67,58.1,55.7,39.9,11.27029608,South
49,167.1,429,45717,18,0,42.2,2.66,50.1,61.3,35,4.149048626,South
5,151.4,300.1,35924,22.1,0,43.1,2.36,52.5,58.4,38,6.788511749,South
18,148,328.3,36856,25,0,34.6,2.96,36.6,38.9,40.3,2.542372881,South
12,202.7,386.3,37263,19.4,0,42.9,2.53,46.3,58.1,39.2,0.284090909,South
23,166.7,323.8,35069,26,0,37.3,2.8,43.1,43.6,39.8,7.84067086,South
54,196.8,428.7,36591,19.9,0,42.9,2.55,44.3,46,46.4,4.01891253,South
230,190.1,436.4,55555,12.8,62.72109185,30.7,2.91,49.1,57.7,25.3,10.58379177,South
4,122.6,261,35554,22.5,0,49.5,2.54,51.1,57.8,42.7,1.58013544,South
236,175.4,436.2,61157,11,0,35.7,2.95,57.6,65.6,24.9,5.889593045,South
1015,142.9,380.9,40081,23.4,51.46045982,31.6,3.14,47,47.3,33.8,5.625701056,South
57,144.8,388.1,41914,21.8,0,30.3,2.62,46.6,60.4,27.3,5.054084297,South
34,151.9,374.9,35491,23.7,0,39.8,2.86,42,55.5,38.9,3.950011158,South
81,179.1,410.4,43211,17.1,1751.105571,41.3,2.56,52,59.5,36.3,4.543403039,South
64,158.1,386.3,49830,10.9,0,47.6,2.55,55.7,66.5,32.8,5.062486761,South
10,163.3,418.6,44519,15.4,0,41.9,2.29,54.4,61.9,35.2,5.80474934,South
15,173.5,376.7,36898,23.7,0,37.3,2.54,57,49.7,41.4,4.490106545,South
592,133.4,399,88516,8.8,34.91195902,35.5,3.17,58.7,74,17.3,5.338507619,South
24,156.3,413.3,42099,16.4,0,43.5,2.46,57.7,52.1,43.3,4.741980474,South
46,180.2,410.4,46526,16.7,0,41.4,2.44,52.7,61.5,33.4,2.553975777,South
25,155.7,344.1,34206,26,0,31.5,3.14,41.1,47.2,38.3,8.13579163,South
23,164.8,331.1,50709,14,0,28.9,3.35,60.6,45.4,26.1,6.114037096,South
569,191.2,443.8,58333,14.3,37.24105827,37.5,2.66,50.9,68.1,25.6,5.330646143,South
10,164.8,259.5,49947,28,0,39.4,2.7,46.7,51.6,36.9,1.260504202,South
79,157.5,414,52814,12.5,0,50.6,2.36,59.8,63.1,39.4,6.807727691,South
15,139.8,435,49369,15.3,0,45.8,2.54,57.6,70.4,37.6,5.702647658,South
43,179.2,369.7,42291,18.3,0,38.1,3.07,51.1,49.1,35.7,6.233766234,South
50,178.7,512.8,49012,14.2,0,37,2.59,52.1,59.6,32.5,7.321274763,South
278,182.3,461.9,49261,15.3,255.0471439,40.2,2.55,52.3,62.2,33.4,6.10521758,South
258,189.9,441,50020,18.2,145.0349695,35.4,2.61,46.9,57.8,32.5,6.625137665,South
61,198.4,352.5,44795,18.6,0,40.7,2.63,46.2,60.5,30.8,3.146509341,South
219,162.9,424.4,61825,10.4,0,36.6,2.89,54.6,71.3,26.2,5.319420421,South
61,173.4,400.8,40213,24,0,32.5,2.86,50.4,52.6,33.8,7.298720843,South
28,182.8,423.4,41207,16.2,0,48.6,2.52,56.1,61.7,42.1,5.684931507,South
8,129.1,448,50698,12.7,178.2531194,36.4,2.78,60.8,65.3,27.1,6.825657895,South
9,142.3,410.4,36992,18.7,0,42.3,2.42,51.3,58,39.5,11.03752759,South
117,190.7,459.5,53872,12.9,0,38.9,2.64,58.4,65.9,27.8,5.506783719,South
5108,161.4,433.8,54230,17.3,391.3594187,32.8,2.88,47.2,54.7,27.5,6.028644456,South
129,176.3,429.7,48461,17.1,344.589938,37.5,2.76,53.3,60.7,31.5,5.790913336,South
8,116.7,275.7,64182,10.5,1291.781043,39.3,2.61,55.2,72.1,28.3,10.43307087,South
16,172.4,387.4,35607,25.1,522.9213875,43.4,2.2,52.7,54,44.1,4.519119351,South
188,149.5,399.8,59569,17.5,30.8104694,30.9,2.78,45.8,72.7,20.6,4.207066557,South
8,189.7,411.7,66505,8.9,0,34.4,2.77,68,64.3,23,5.503512881,South
215,190,457.8,40921,20.2,0,43.4,2.61,54.7,54.3,39.3,5.769695505,South
763,123,341,34368,33.5,42.73991338,28.8,3.62,51,32.6,37.3,6.82588583,South
91,186.4,440.9,41521,21.8,0,42.4,2.63,53.6,54,38.9,8.01384083,South
37,155.2,390.1,50124,14.4,0,32.8,2.8,53.4,57.5,29.6,6.633380884,South
140,167.2,438.5,55472,12.4,0,46.9,2.51,58.3,64.9,36.3,6.844366335,South
80,181.2,409.9,44076,20.3,0,39.2,2.65,57.4,55.2,35,7.914410931,South
61,176.8,372.1,33698,25.9,0,44.5,2.45,43.9,53.6,42.6,3.995098039,South
69,181.9,441.6,47299,17.5,0,36.9,2.73,44.9,61.5,31.7,7.220420251,South
4,110.4,214.8,32086,26.7,0,39.6,3.06,50.2,34.9,46,8.859060403,South
195,198.5,476.8,43385,20.5,11.13040381,38,2.77,50.4,58.9,33.1,4.433836917,South
42,158.9,422.7,51508,13.9,0,37.3,2.62,51.5,60.9,34.3,7.239057239,South
3,142.5,435.8,63054,8.6,0,44.9,2.5,67,71.3,23.2,5.459770115,South
17,166.4,417.2,52030,14.9,0,40.5,2.55,56.9,60.7,33,6.95970696,South
35,189.2,409.1,52185,14.7,0,39,2.79,56.4,66.8,29.7,5.209698558,South
86,188.9,448.1,41017,17.7,0,40.6,2.83,50.4,56.3,39,3.4164859,South
7,168,294.6,46364,13.1,0,53.1,2.12,59.5,56.3,40.3,0,South
510,187.7,445.6,41147,21.2,55.05135505,35.9,2.53,43.6,54.7,33.1,5.814864465,South
12,202.2,385.1,36929,22.5,0,36.7,3.09,48.4,48.4,37.9,17.26057906,South
72,164.6,353.8,46200,20.2,0,34.6,2.97,50.7,53,33,8.130335207,South
276,185,444.7,55926,13.3,37.5023439,36.7,2.84,57.1,61.2,26.8,6.554953179,South
41,179.9,420.3,41079,23.4,0,39.2,2.26,42.7,56.4,39.8,5.620219488,South
31,178.1,424.2,43986,22.3,0,35.5,2.83,43,59.2,38.3,9.297604547,South
63,132.7,385.2,77764,8.3,0,43.6,2.72,60,75.6,28.3,3.026544282,South
152,166.3,411.2,44113,17.6,98.12579727,47.9,2.38,50.7,58.3,42.5,5.271431566,South
15,183.1,376.8,38750,18.5,0,52.8,2.22,55.6,56.3,40.7,6.469002695,South
11,179,297.2,39335,21,0,44.9,3,56.7,52.7,33.9,0,South
48,164.1,445.2,40884,22.8,0,28,2.76,40.2,56.6,31.5,5.244100387,South
10,165.2,352,36929,21.3,0,40.9,2.55,52.3,56,39.3,4.12371134,South
120,187.3,469.5,41009,18.6,323.6245955,40.3,2.56,52.9,55.7,37.1,5.292201918,South
32,183.6,373.6,37111,22.6,2689.577886,36.1,2.78,54.5,48.4,38.5,6.74955595,South
55,215,411.8,50699,14.4,0,40.8,2.66,59.4,64.4,33.9,4.398148148,South
9,135.7,307.1,38012,28.1,0,31.7,3.19,47,41.2,41.8,11.31436314,South
47,148.2,414.2,47041,13.8,0,44.9,2.48,60,66.4,32.4,5.642384106,South
31,143.4,365.5,52895,13,0,39.9,2.69,52.8,65.6,31.3,8.291032149,South
54,205.4,405,45159,13.5,0,44.9,2.72,52.7,54.8,41.5,8.203125,South
152,203.2,401.7,47123,17.4,0,36.4,2.82,51.5,53.5,32,6.112482007,South
60,201.8,432.2,37256,19.6,0,39.3,2.77,48.9,50.8,39.8,4.700402287,South
4,106.1,318.9,60810,10.6,280.1905296,34.4,2.87,56.4,67.6,22.6,10.1488498,South
24,147.1,316.6,51481,15.5,0,42,2.78,50.6,61.7,31.3,10.60674157,South
68,168.7,395.8,45096,14.9,0,56.3,2.21,59,59,47.8,5.130927105,South
425,163.7,430,45719,17.7,153.6134218,30.6,2.59,43.5,63.8,28.2,5.340021423,South
11,154.4,303,41589,18.3,0,37.4,2.62,54.7,49.6,39.1,3.301127214,South
24,186.9,430.6,39649,18.9,0,44.2,2.59,55.8,58.2,41.8,3.525835866,South
447,181.6,432.6,43488,19.7,85.48017471,32.9,2.68,46.6,62.4,31.2,4.887587132,South
26,165.3,403,39030,21.5,0,35.1,2.32,43.3,57.4,37.4,8.393501805,South
35,205,423.4,34452,23.1,0,49.1,2.26,55.1,50,42.9,1.660795169,South
7,153.2,331.3,61896,12.5,0,31.9,3.18,50.7,59.9,21.3,2.11038961,South
13,187.2,307.6,42820,14.8,0,50.5,2.37,55.7,54.4,38.1,3.900156006,South
72,166.6,420.8,41587,22.1,0,37.2,2.7,50.4,52,35.7,8.922207202,South
71,150.2,355.1,32248,26.5,0,29.9,3.48,52,36.4,34.8,8.605012198,South
82,155.6,343.3,53440,14.3,0,38.5,2.98,54.3,65.2,33.6,9.143368819,South
7,173.9,279.3,32580,22.7,0,45.7,2.25,59.5,49.5,43.3,3.712871287,South
197,148.3,388.7,74811,9.9,80.70674274,32.1,2.83,53,67.6,20.5,7.101472818,South
72,206.1,429.4,41849,18.3,0,41.4,2.56,51.3,63,38.8,3.708958249,South
12,135.8,369.1,38564,17.1,0,45.5,2.55,62.2,68.4,35.7,1.503759399,South
21,211.8,434,41363,20.7,0,35.5,2.45,45.9,63.6,29.9,2.90368272,South
59,209.9,434.5,48996,14.8,0,43.6,2.39,57.3,57.5,34.2,8.863294942,South
709,164.9,438.1,70929,10.9,68.82965405,36.4,2.88,56.3,68.4,23.3,6.062213529,South
32,179.8,407.5,42839,14.6,0,31.1,3.21,59,59.4,26.8,10.43646945,South
35,196.3,425,37954,18.6,1518.056887,43.3,2.53,55.2,56.7,42.4,8.245481928,South
116,185.9,443.5,38895,22.7,0,30.2,2.52,43.9,58.2,29.3,4.912890034,South
113,201.9,442.2,43091,20.3,0,38.2,2.7,51.5,51.7,37.2,7.936654936,South
35,200.7,350,39135,20.2,0,41.6,2.88,42.7,58.5,37.1,4.995038042,South
36,187.7,427.3,38742,17.9,0,37.9,2.62,49.7,54.5,37.9,7.608695652,South
577,163.6,400.2,51222,16.8,102.859208,34.9,2.72,46.1,56.2,33.7,5.753453598,South
18,198.4,438.4,61773,10.7,0,31.7,2.86,56.3,61,22.9,9.821782178,South
4,181.3,469,54458,15.6,0,32.4,2.52,53.7,70.3,33.9,8.831908832,South
188,200.1,484.3,48834,16,0,38.1,2.57,53.3,62.8,31.7,5.470997437,South
66,183.7,466.6,40862,18.6,0,41.2,2.62,51.8,52.2,37.2,4.602721317,South
55,187,410,48822,15.5,0,38,2.63,52.5,63,31.6,5.157593123,South
218,176.4,456.8,67655,9.9,23.80158995,39.6,2.78,58.3,69.8,26.3,4.839289566,South
14,142.1,387.8,41813,14.6,0,32.5,3.08,54,55.5,28.1,7.023108292,South
19,129,323.1,44817,17.8,0,35.8,3.17,49.4,64.1,23.9,5.522288756,South
139,215.6,522.6,41401,18.5,0,43.5,2.4,51.5,51.4,41.7,7.024390244,South
212,185.1,461.8,38224,21.5,771.7443063,33.3,2.68,43.5,52.5,31.7,7.014170761,South
7,66.3,211.1,34258,21.8,0,41,0.0277,54.7,35.2,36.1,6.324110672,South
29,175.1,428.5,47834,14.9,0,47.6,2.61,54,55.2,41.5,7.18503937,South
202,160,428,64636,9.7,38.382117,35.4,2.55,53.9,73.4,25,5.145852764,South
4,133.1,359.8,62376,11.2,0,35.9,2.93,63.1,56.2,18.3,3.469640644,South
10,166.8,325.4,37294,18.7,0,54.1,2.65,55,46.3,49,11.23809524,South
41,201.1,434.6,34340,20.1,80.28904055,44.6,2.38,49.6,53.9,42.5,1.546003017,South
20,148.3,345.2,39006,24.8,0,35.6,3.06,44.7,53.9,35.3,8.634992459,South
23,217.1,522.1,43654,16.9,0,42.7,2.59,51.1,58.5,38.7,8.271186441,South
37,169,419.5,43194,19,0,40.9,2.69,49,55,38.1,4.658564815,South
27,174.2,423,38607,18.1,0,41.9,2.76,51.1,58.9,37.7,3.956148713,South
108,174.4,399.9,46427,16.6,18.8430375,38.5,2.75,47.6,56.4,32.5,6.74359899,South
38,199.9,423.1,35701,19,0,50.4,2.73,49.5,47.7,51.5,5.158324821,South
28,182.2,369.6,32826,23.9,0,47.8,2.93,44.3,43.9,47.4,5.389980977,South
77,215.4,464.5,43087,18.6,0,43.6,2.84,55.5,54.2,39.9,5.042979943,South
139,202.5,443.3,51958,15.8,0,35.5,2.87,51.5,58.1,31.4,8.977719528,South
14,153.9,335.8,38000,20.3,0,42.1,2.45,50.1,64,38.3,6.763787721,South
7,205.8,412.8,50361,13.6,0,35.5,3,59,59.5,25,5.007153076,South
39,203.5,467.2,56444,14.1,0,36,2.65,53.3,64.9,31.4,5.812641084,South
9,182,382.6,55130,13.1,0,43,2.42,61.3,62.1,34.7,5.483405483,South
60,193.9,403.3,35772,22,39.36697898,36.9,2.72,48,48.7,36.2,9.509579891,South
6,178.8,275.6,49309,13.4,0,38.3,3.07,60.7,61.1,24.6,9.116409537,South
382,157.5,429.6,45363,18.1,529.2998888,36.1,2.7,50.2,60.9,31.2,5.87592919,South
18,168.2,425.4,51733,12.1,0,40.6,2.45,58.9,63.3,27.5,9.165808445,South
70,136.5,356.3,26699,35.4,0,29.1,3.84,47.3,23.4,42.2,5.949245101,South
28,211.3,457.8,44110,20.8,0,39.3,2.55,55.7,54.6,35.8,5.472636816,South
5,172.6,355.4,42780,15.5,0,49,2.35,62,56.1,46.7,11.51832461,South
7,138.2,350.1,60435,13.2,0,35.1,2.66,66.6,60.5,22,6.41025641,South
15,133.2,374.1,37527,20.9,0,36.1,2.73,54.8,55.8,40,7.342657343,South
2471,164.3,441.1,58127,15.2,153.8463091,34,2.81,49.4,62.7,25.1,5.979489664,South
252,178.2,419.8,45559,15.9,169.0542517,32,2.59,48.1,63.8,31.4,6.232108779,South
26,178.9,424.4,38752,21.2,0,34.3,2.86,43.9,46.4,40.5,2.46365105,South
6,200.7,441.6,43618,14.2,0,49.6,2.17,56.3,56.4,40.5,7.986111111,South
49,155.8,385.4,40680,20.6,0,33.8,3.08,53,54.7,33.4,6.467919637,South
199,159.3,443,45261,15.6,0,33.9,2.54,46.6,63.2,31.2,5.508398049,South
46,190.7,500.3,36645,19.9,0,47.7,2.69,49.1,52.2,43.1,2.844950213,South
56,188.1,384.2,40442,19.3,0,42.8,2.39,53.5,59.2,41.8,6.233421751,South
92,186.3,424.5,46346,14.6,0,40.5,2.85,55.3,60.5,33.3,5.176056338,South
6,166.7,313,55918,14.3,0,31.9,2.75,60.6,57,27.4,10.47120419,South
48,152.7,342,37933,22.1,0,34.1,3.13,45.8,49.4,37.2,10.31353135,South
70,143.9,367.2,41437,22.2,0,31.7,3.2,51.9,49.5,34.5,6.376628075,South
133,182.9,424.9,43377,15.9,0,43.5,2.79,52.5,56.2,36.5,6.531059017,South
161,165.8,444.5,51003,15.8,0,35.7,2.73,50.6,61.2,30.5,6.155041017,South
101,164.6,472.7,39984,26.3,0,35,2.37,38.5,69.8,25.7,3.854536397,South
64,163.1,375.6,50589,16.1,0,29.1,2.94,44.8,55.9,28.8,4.760740197,South
43,180.8,481,44065,13.5,0,45.6,2.35,56.6,69.8,35.2,6.720977597,Midwest
19,172.8,439.7,39444,15.4,0,41.4,2.38,59,65.2,39.5,6.582633053,Midwest
552,173.6,434.6,40386,20.6,829.6536977,35.6,2.31,47.4,67.6,29.5,5.445266147,Midwest
33,209.2,444.5,37911,19.2,0,41,2.45,54.6,63.1,36.8,7.829010567,Midwest
25,186.1,473.6,37486,19,0,42.4,2.37,59.4,60.4,41.8,6.972477064,Midwest
74,222.5,483.4,39232,18.3,0,44.1,2.29,55.6,62,41,5.062186341,Midwest
35,179.4,365.2,33707,22.1,0,53.5,2.25,58.3,50.7,53.2,1.330671989,Midwest
13,154.1,368.2,41652,14.4,0,47.4,2.11,61.3,67.2,36,7.474518686,Midwest
20,150,398.7,44188,15.6,0,38.8,2.53,51.3,68.3,34,6.633574007,Midwest
109,204.4,417.6,32662,22.1,0,40.6,2.45,56.1,58.1,41.8,7.519053578,Midwest
30,216.3,529.5,33091,22.1,0,43.1,2.46,50.8,52.1,43.6,3.896713615,Midwest
1365,188.9,453.1,46185,16.5,578.8055373,36.5,2.44,43.3,66,29.7,5.730193853,Midwest
239,187.3,461.5,40047,19.6,539.6472056,35.5,2.52,51.4,64.1,31.4,5.712144998,Midwest
438,203.6,457.4,58976,10.6,0,38.6,2.68,54.3,73.9,26,5.258811102,Midwest
87,183.4,472,49949,14.6,18.53533762,29.7,2.49,49.6,75.4,25.4,6.303106282,Midwest
80,183.2,430.9,36895,18.4,0,39.8,2.6,54.4,56.1,39.7,4.306281055,Midwest
76,174.5,449.5,48128,13.4,336.3811504,41,2.44,56,72.7,32.2,6.850471234,Midwest
88,178.5,412,39908,18.6,0,39.6,2.6,57.1,62.1,35.5,4.54931457,Midwest
28,212,463.2,41891,14.3,0,39.3,2.45,52.1,70.4,30.1,5.366726297,Midwest
98,191.5,468.8,53804,15.7,0,36.5,2.87,53.7,71.9,28,5.393137406,Midwest
37,197.9,497.9,37597,20,0,42.8,2.53,53.3,66.8,35,5.692675159,Midwest
44,203.2,470.4,47937,16.6,0,42,2.39,52.9,69.1,33.6,7.023060797,Midwest
49,201.2,334,34863,22.2,0,37,2.71,52.9,50.7,37,7.439480417,Midwest
34,141.8,433.8,35345,17,0,42.9,2.43,53,65.5,38.6,5.775470474,Midwest
38,225.4,488.3,35363,20.4,0,42.3,2.63,56.3,58.8,41.8,5.739599384,Midwest
24,187.4,287.4,40165,16.1,0,44.2,2.44,54.8,60.6,39.6,7.791479821,Midwest
70,188.8,517.2,42088,18,0,39.7,0.0243,47.7,63.2,34.2,4.673182651,Midwest
11,180.7,405.5,38023,15,0,44.1,2.43,54.2,59.9,35,4.787961696,Midwest
65,202.1,421.8,37360,17.4,0,40.8,2.61,54.5,59.8,38.5,6.976323875,Midwest
47,270.5,476.9,30661,32.2,0,39.3,2.41,41.6,43.5,47.6,5.2144970410000004,Midwest
31,179.9,409.2,47158,13.9,187.9345988,38,2.62,55.3,66.4,29,6.768874747,Midwest
18,140.3,422.7,41376,15.8,0,44.8,2.43,57,63.1,37.3,4.179104478,Midwest
32,176.9,510,42105,16.1,170.8963514,43.7,2.37,55.1,63.4,39.2,4.500642949,Midwest
67,203.7,425.7,36867,20.7,0,46.5,2.55,50.9,50.2,42.3,6.885245902,Midwest
57,229.7,438.4,34631,23.3,0,40.5,2.49,47.4,48.3,43.3,5.174548155,Midwest
134,185.9,296,45448,14.3,0,39.7,2.62,57.6,66,32.4,4.480398258,Midwest
43,168.8,425,42956,20.2,0,28.3,2.28,42.4,74,26.8,3.648198607,Midwest
27,167.7,341.6,29415,23.9,0,45.8,2.48,53.9,48.8,47.7,10.04694836,Midwest
27,161.3,433.1,51958,10.2,0,39.8,2.62,58.1,78.6,27.4,3.887915937,Midwest
31,190.2,389.4,31025,22.3,0,50.7,2.22,59.1,51.6,52.1,5.784615385,Midwest
52,239.8,380.6,32120,28.7,0,37.6,2.53,41.5,45.7,47.5,6.710775047,Midwest
42,174.4,437.7,50548,11.6,0,39.7,2.54,59.5,76.1,29.4,5.280764636,Midwest
109,217.1,467.3,40038,17.6,0,37.5,2.56,53.9,61.6,35.7,6.924516532,Midwest
82,163.8,423.3,40710,21.6,1942.224405,34.4,2.52,47.8,71.3,29,7.510402923,Midwest
44,192.5,500.7,44408,18.9,0,39.5,2.47,48.4,64.2,37,5.282802182,Midwest
138,152.6,425.1,70874,6.9,301.7815518,38.3,2.46,54.7,81.8,21.2,5.366242744,Midwest
71,183.4,413.5,38344,18.1,1216.817702,37.5,2.52,55,62.3,39.4,3.172641121,Midwest
65,196,521.6,47227,15.9,0,26.8,2.84,45,72.3,27.6,5.283078379,Midwest
16,205,451.6,34684,18.6,0,46.4,2.2,55.7,63.6,38.7,14.97890295,Midwest
28,205.2,369.8,51738,11.6,0,45.1,2.53,60.1,67.7,34.9,6.335282651,Midwest
57,191.8,469.5,41346,18.3,0,38.4,2.72,47.1,61.5,39.1,2.837290098,Midwest
57,204.2,472.9,51986,15.3,0,41.5,2.63,55,72.9,32.7,4.663623735,Midwest
18,181.8,394.3,31820,21.5,0,46.6,2.4,55.6,52.3,48.6,6.022187005,Midwest
46,236,455,30019,25.1,0,41.6,2.57,55.1,46.7,48.4,7.130554599,Midwest
583,162.9,465.2,74220,6.8,59.64884981,37.4,2.65,57.1,84,19.2,5.121121033,Midwest
30,178.8,372.7,33986,21.7,0,49.7,2.31,53.6,58,43.3,3.829787234,Midwest
44,187.7,364.9,46874,13.1,1506.780512,42.5,2.48,57.7,76,32.6,4.229447528,Midwest
165,216.8,513.8,40376,20.3,435.95911,38.9,2.33,48.2,64.3,38.9,4.612961296,Midwest
2089,166,488.5,60093,9.6,366.7669296,40.2,2.44,48.6,76,26.6,5.188221792,Midwest
62,205.8,445.9,41112,16.3,0,38.2,2.48,47.8,70.9,34.7,6.003068661,Midwest
13,208.7,368.6,34644,18.2,0,41.3,2.52,57.8,57.9,38.1,7.524536532,Midwest
14,195.4,329.9,38281,16.3,0,39.1,2.58,53.5,48.3,36.8,10.28806584,Midwest
99,205.4,492.2,40532,20.9,0,39.7,2.52,50.9,60.5,39.6,5.810081525,Midwest
24,210.7,381,27382,28.2,0,44.5,2.5,54.6,54.2,41.6,7.147111376,Midwest
14,147.4,476.5,42498,16.6,163.1853786,42.4,0.0237,57.1,62.2,36.8,6.469648562,Midwest
85,206.6,439.5,38329,19,0,42,2.43,53.7,58,41.7,7.254779066,Midwest
92,169.4,379.3,40642,16.2,0,51.3,2.42,62.5,60.3,43,3.314818133,Midwest
18,196.5,425.4,36642,17.7,0,40.9,2.56,52.2,63.1,35,10.31227306,Midwest
121,173.6,432.8,35731,18.7,787.6611958,41.5,2.43,50.7,54.8,38.8,5.505782701,Midwest
58,161.3,385.3,33755,21.5,0,41.6,2.67,48.4,52.1,45.7,4.813502813,Midwest
54,194.4,417,40267,17.5,0,40.6,2.5,53.3,59.7,37.4,5.078698846,Midwest
68,177.6,453.4,52959,12.8,0,40.2,2.74,56.2,69.4,31.7,5.58081852,Midwest
59,207,422.2,34581,25.5,0,40.1,2.67,50.1,52.9,42.8,4.671312865,Midwest
49,240.5,520.2,30721,26.4,0,46.7,2.43,51.7,52.1,49.6,6.199460916,Midwest
65,166.7,454.2,41561,17.8,0,38.1,2.78,57.6,59.5,31.8,7.851851852,Midwest
7,171,347.7,38802,15.5,0,47.8,2.25,59.5,69.8,32.9,3.291139241,Midwest
52,203.2,479.9,31600,22.7,218.9621196,41.7,0.0248,54,48.6,44.9,5.680317041,Midwest
667,214.3,485.1,35681,28.8,2369.45056,34.6,2.2,28.6,55.5,35.3,4.685604704,Midwest
15,121.4,420.2,41602,15.1,0,42.6,2.15,53.2,75.2,29.3,2.454308094,West
15,140.6,422.9,38871,30.6,377.5864673,29.8,3.63,44.8,29.9,35.5,6.755829904,West
12,170.1,484.6,35740,25.2,0,34.5,2.87,46.6,43,35.4,8.100358423,West
13,163.7,358.7,49758,11.7,0,45.8,2.32,64.6,69.3,32.8,3.515263645,West
20,129.1,411.7,47520,12.7,288.2398155,49.1,2.27,57.4,68.9,34.2,5.364583333,West
169,165.2,453.7,42903,14.3,1300.469141,38,2.35,52,66.9,34.9,5.796213808,West
11,136.8,421.9,41004,19.4,0,41.1,2.5,54.6,53.1,38.7,8.205128205,West
6,197.5,444,47376,10.8,0,50.3,1.99,57.2,78.8,33.5,7.560137457,West
22,178.3,494.3,50540,11.7,0,41.1,2.24,59.5,77.3,30.6,1.750547046,West
29,196.9,426.1,38178,17.1,765.9481344,46.8,2.13,49.9,62.7,40.8,5.317324185,West
6,162,511.4,59102,8,0,39,2.47,61.1,78.8,23.8,21.32616487,West
171,150.6,516.8,47351,13.6,1029.48058,42.1,2.48,56.3,65.8,31.9,6.812139453,West
109,137.9,416.6,51569,13.9,774.278085,33.2,2.39,49.5,77.5,19,4.428705174,West
24,198.9,477,33428,31.8,0,31.3,3.07,41.3,33,36.4,7.119948685,West
3,231,524.5,37316,20.1,0,53.1,2.29,58.8,60.6,38.4,1.481481481,West
